Log_Time_Stamp,Time_(sec),Physical_Layer(PHY),BT_MAC_Throughput_DL,BT_MAC_Throughput_DL,Tx_Power_(dBm)_class 2,Rx_Sensitivity_(dBm),Rx Power (dBm),Tx_Antenna GAIN_(dBi),Rx_Antenna_Gain(dBi),PATH LOSS_(dB) _(office),Range (ft),Range(m),Link_Margin,Signal_to_Noise_Ratio,Channel,Max_number_of_retransmission
Sep-25-20 21:28:41,1,EDR PHY (#/4 DQPSK) 2Mb/s,0.00 kbps,0.00 ,4,-90,-80.44,2,2,25,51,17,9.56,9.56,57,0
Sep-25-20 21:28:43,2,EDR PHY (#/4 DQPSK) 2Mb/s,0.00 kbps,0.00 ,4,-90,-83.56,2,2,25,51,17,6.44,6.44,47,0
Sep-25-20 21:28:43,3,EDR PHY (#/4 DQPSK) 2Mb/s,0.00 kbps,0.00 ,4,-90,-80,2,2,25,51,17,10,10,13,0
Sep-25-20 21:28:44,4,EDR PHY (#/4 DQPSK) 2Mb/s,0.00 kbps,0.00 ,4,-90,-83.75,2,2,25,51,17,6.25,6.25,23,0
Sep-25-20 21:28:46,5,EDR PHY (#/4 DQPSK) 2Mb/s,0.00 kbps,0.00 ,4,-90,-87.38,2,2,25,51,17,2.62,2.62,36,0
Sep-25-20 21:28:46,6,EDR PHY (#/4 DQPSK) 2Mb/s,0.00 kbps,0.00 ,4,-90,-82.13,2,2,25,51,17,7.87,7.87,25,0
Sep-25-20 21:28:47,7,EDR PHY (#/4 DQPSK) 2Mb/s,0.00 kbps,0.00 ,4,-90,-83.44,2,2,25,51,17,6.56,6.56,61,0
Sep-25-20 21:28:48,8,EDR PHY (#/4 DQPSK) 2Mb/s,9.44 kbps,9.44 ,4,-90,-84.53,2,2,25,51,17,5.47,5.47,55,0
Sep-25-20 21:28:49,9,EDR PHY (#/4 DQPSK) 2Mb/s,13.16 kbps,13.16 ,4,-90,-80.89,2,2,25,51,17,9.11,9.11,28,0
Sep-25-20 21:28:50,10,EDR PHY (#/4 DQPSK) 2Mb/s,12.51 kbps,12.51 ,4,-90,-80.2,2,2,25,51,17,9.8,9.8,26,0
Sep-25-20 21:28:51,11,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,3.5,-90,-78.3,2,2,25,51,17,11.7,11.7,35,0
Sep-25-20 21:28:52,12,EDR PHY (#/4 DQPSK) 2Mb/s,12.03 kbps,12.03 ,4,-90,-80,2,2,25,51,17,10,10,23,0
Sep-25-20 21:28:54,13,EDR PHY (#/4 DQPSK) 2Mb/s,10.75 kbps,10.75 ,4,-90,-83.47,2,2,25,51,17,6.53,6.53,3,0
Sep-25-20 21:28:54,14,EDR PHY (#/4 DQPSK) 2Mb/s,9.31 kbps,9.31 ,4,-90,-81.54,2,2,25,51,17,8.46,8.46,10,0
Sep-25-20 21:28:55,15,EDR PHY (#/4 DQPSK) 2Mb/s,15.47 kbps,15.47 ,4,-90,-80.56,2,2,25,51,17,9.44,9.44,4,0
Sep-25-20 21:28:56,16,EDR PHY (#/4 DQPSK) 2Mb/s,15.24 kbps,15.24 ,4,-90,-82.09,2,2,25,51,17,7.91,7.91,35,0
Sep-25-20 21:28:57,17,EDR PHY (#/4 DQPSK) 2Mb/s,13.11 kbps,13.11 ,4,-90,-79.66,2,2,25,51,17,10.34,10.34,79,0
Sep-25-20 21:28:58,18,EDR PHY (#/4 DQPSK) 2Mb/s,15.33 kbps,15.33 ,4,-90,-79.76,2,2,25,51,17,10.24,10.24,47,0
Sep-25-20 21:28:59,19,EDR PHY (#/4 DQPSK) 2Mb/s,15.34 kbps,15.34 ,4,-90,-81.1,2,2,25,51,17,8.9,8.9,29,0
Sep-25-20 21:29:00,20,EDR PHY (#/4 DQPSK) 2Mb/s,13.59 kbps,13.59 ,4,-90,-84.33,2,2,25,51,17,5.67,5.67,34,0
Sep-25-20 21:29:02,21,EDR PHY (#/4 DQPSK) 2Mb/s,15.17 kbps,15.17 ,4,-90,-84.92,2,2,25,51,17,5.08,5.08,77,0
Sep-25-20 21:29:02,22,EDR PHY (#/4 DQPSK) 2Mb/s,15.22 kbps,15.22 ,4,-90,-83.19,2,2,25,51,17,6.81,6.81,23,0
Sep-25-20 21:29:03,23,EDR PHY (#/4 DQPSK) 2Mb/s,15.19 kbps,15.19 ,4,-90,-81.43,2,2,25,51,17,8.57,8.57,52,0
Sep-25-20 21:29:05,24,EDR PHY (#/4 DQPSK) 2Mb/s,10.05 kbps,10.05 ,4,-90,-82.55,2,2,25,51,17,7.45,7.45,16,0
Sep-25-20 21:29:05,25,EDR PHY (#/4 DQPSK) 2Mb/s,12.27 kbps,12.27 ,4,-90,-80.74,2,2,25,51,17,9.26,9.26,67,0
Sep-25-20 21:29:06,26,EDR PHY (#/4 DQPSK) 2Mb/s,15.33 kbps,15.33 ,4,-90,-79.47,2,2,25,51,17,10.53,10.53,7,0
Sep-25-20 21:29:07,27,EDR PHY (#/4 DQPSK) 2Mb/s,15.26 kbps,15.26 ,4,-90,-79.28,2,2,25,51,17,10.72,10.72,19,0
Sep-25-20 21:29:08,28,EDR PHY (#/4 DQPSK) 2Mb/s,14.75 kbps,14.75 ,4,-90,-77.64,2,2,25,51,17,12.36,12.36,33,0
Sep-25-20 21:29:10,29,EDR PHY (#/4 DQPSK) 2Mb/s,14.39 kbps,14.39 ,4,-90,-76.33,2,2,25,51,17,13.67,13.67,54,0
Sep-25-20 21:29:10,30,EDR PHY (#/4 DQPSK) 2Mb/s,15.22 kbps,15.22 ,4,-90,-83.47,2,2,25,51,17,6.53,6.53,8,0
Sep-25-20 21:29:11,31,EDR PHY (#/4 DQPSK) 2Mb/s,15.35 kbps,15.35 ,4,-90,-81.54,2,2,25,51,17,8.46,8.46,60,0
Sep-25-20 21:29:13,32,EDR PHY (#/4 DQPSK) 2Mb/s,15.24 kbps,15.24 ,4,-90,-80.56,2,2,25,51,17,9.44,9.44,37,0
Sep-25-20 21:29:13,33,EDR PHY (#/4 DQPSK) 2Mb/s,15.29 kbps,15.29 ,4,-90,-82.09,2,2,25,51,17,7.91,7.91,42,0
Sep-25-20 21:29:14,34,EDR PHY (#/4 DQPSK) 2Mb/s,13.33 kbps,13.33 ,4,-90,-79.66,2,2,25,51,17,10.34,10.34,72,0
Sep-25-20 21:29:15,35,EDR PHY (#/4 DQPSK) 2Mb/s,15.23 kbps,15.23 ,4,-90,-79.76,2,2,25,51,17,10.24,10.24,9,0
Sep-25-20 21:29:16,36,EDR PHY (#/4 DQPSK) 2Mb/s,14.93 kbps,14.93 ,4,-90,-81.1,2,2,25,51,17,8.9,8.9,9,0
Sep-25-20 21:29:18,37,EDR PHY (#/4 DQPSK) 2Mb/s,15.72 kbps,15.72 ,4,-90,-84.33,2,2,25,51,17,5.67,5.67,49,0
Sep-25-20 21:29:18,38,EDR PHY (#/4 DQPSK) 2Mb/s,15.05 kbps,15.05 ,4,-90,-84.92,2,2,25,51,17,5.08,5.08,7,0
Sep-25-20 21:29:19,39,EDR PHY (#/4 DQPSK) 2Mb/s,16.27 kbps,16.27 ,4,-90,-83.19,2,2,25,51,17,6.81,6.81,63,0
Sep-25-20 21:29:21,40,EDR PHY (#/4 DQPSK) 2Mb/s,15.15 kbps,15.15 ,4,-90,-81.43,2,2,25,51,17,8.57,8.57,32,0
Sep-25-20 21:29:21,41,EDR PHY (#/4 DQPSK) 2Mb/s,15.39 kbps,15.39 ,4,-90,-82.55,2,2,25,51,17,7.45,7.45,62,0
Sep-25-20 21:29:22,42,EDR PHY (#/4 DQPSK) 2Mb/s,15.23 kbps,15.23 ,4,-90,-80.74,2,2,25,51,17,9.26,9.26,5,0
Sep-25-20 21:29:23,43,EDR PHY (#/4 DQPSK) 2Mb/s,15.45 kbps,15.45 ,4,-90,-83.47,2,2,25,51,17,6.53,6.53,58,0
Sep-25-20 21:29:24,44,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,4,-90,-81.54,2,2,25,51,17,8.46,8.46,31,0
Sep-25-20 21:29:26,45,EDR PHY (#/4 DQPSK) 2Mb/s,13.10 kbps,13.10 ,4,-90,-80.56,2,2,25,51,17,9.44,9.44,61,0
Sep-25-20 21:29:26,46,EDR PHY (#/4 DQPSK) 2Mb/s,14.21 kbps,14.21 ,4,-90,-82.09,2,2,25,51,17,7.91,7.91,19,0
Sep-25-20 21:29:27,47,EDR PHY (#/4 DQPSK) 2Mb/s,14.99 kbps,14.99 ,4,-90,-79.66,2,2,25,51,17,10.34,10.34,52,0
Sep-25-20 21:29:29,48,EDR PHY (#/4 DQPSK) 2Mb/s,15.29 kbps,15.29 ,4,-90,-79.76,2,2,25,51,17,10.24,10.24,48,0
Sep-25-20 21:29:29,49,EDR PHY (#/4 DQPSK) 2Mb/s,15.93 kbps,15.93 ,4,-90,-81.1,2,2,25,51,17,8.9,8.9,15,0
Sep-25-20 21:29:30,50,EDR PHY (#/4 DQPSK) 2Mb/s,15.29 kbps,15.29 ,4,-90,-84.33,2,2,25,51,17,5.67,5.67,48,0
Sep-25-20 21:29:31,51,EDR PHY (#/4 DQPSK) 2Mb/s,15.54 kbps,15.54 ,4,-90,-84.92,2,2,25,51,17,5.08,5.08,37,0
Sep-25-20 21:29:32,52,EDR PHY (#/4 DQPSK) 2Mb/s,15.18 kbps,15.18 ,4,-90,-83.19,2,2,25,51,17,6.81,6.81,21,0
Sep-25-20 21:29:33,53,EDR PHY (#/4 DQPSK) 2Mb/s,15.55 kbps,15.55 ,4,-90,-81.43,2,2,25,51,17,8.57,8.57,16,0
Sep-25-20 21:29:34,54,EDR PHY (#/4 DQPSK) 2Mb/s,15.22 kbps,15.22 ,3.8,-90,-82.55,2,2,25,51,17,7.45,7.45,30,0
Sep-25-20 21:29:35,55,EDR PHY (#/4 DQPSK) 2Mb/s,15.17 kbps,15.17 ,4,-90,-80.74,2,2,25,51,17,9.26,9.26,73,0
Sep-25-20 21:29:37,56,EDR PHY (#/4 DQPSK) 2Mb/s,15.70 kbps,15.70 ,4,-90,-83.47,2,2,25,51,17,6.53,6.53,33,0
Sep-25-20 21:29:37,57,EDR PHY (#/4 DQPSK) 2Mb/s,12.74 kbps,12.74 ,4,-90,-81.54,2,2,25,51,17,8.46,8.46,38,0
Sep-25-20 21:29:38,58,EDR PHY (#/4 DQPSK) 2Mb/s,15.49 kbps,15.49 ,4,-90,-80.56,2,2,25,51,17,9.44,9.44,29,0
Sep-25-20 21:29:39,59,EDR PHY (#/4 DQPSK) 2Mb/s,15.96 kbps,15.96 ,4,-90,-82.09,2,2,25,51,17,7.91,7.91,76,0
Sep-25-20 21:29:40,60,EDR PHY (#/4 DQPSK) 2Mb/s,12.32 kbps,12.32 ,4,-90,-79.66,2,2,25,51,17,10.34,10.34,10,0
Sep-25-20 21:29:41,61,EDR PHY (#/4 DQPSK) 2Mb/s,13.35 kbps,13.35 ,4,-87,-79.76,2,2,24,48,16,7.24,7.24,67,0
Sep-25-20 21:29:42,62,EDR PHY (#/4 DQPSK) 2Mb/s,10.48 kbps,10.48 ,4,-83,-82.13,2,2,23,42,14,0.87,0.87,24,1
Sep-25-20 21:29:43,63,EDR PHY (#/4 DQPSK) 2Mb/s,8.42 kbps,8.42 ,4,-84,-83.44,2,2,23,42,14,0.56,0.56,50,1
Sep-25-20 21:29:45,64,EDR PHY (#/4 DQPSK) 2Mb/s,5.69 kbps,5.69 ,4,-85,-84.53,2,2,23,42,14,0.47,0.47,64,1
Sep-25-20 21:29:45,65,EDR PHY (#/4 DQPSK) 2Mb/s,3.34 kbps,3.34 ,4,-85,-84.89,2,2,23,42,14,0.11,0.11,72,1
Sep-25-20 21:29:46,66,EDR PHY (#/4 DQPSK) 2Mb/s,2.57 kbps,2.57 ,4,-87,-85.2,2,2,24,48,16,1.8,1.8,15,0
Sep-25-20 21:29:48,67,EDR PHY (#/4 DQPSK) 2Mb/s,1.51 kbps,1.51 ,4,-85,-87.3,2,2,23,42,14,-2.3,-2.3,60,0
Sep-25-20 21:29:48,68,EDR PHY (#/4 DQPSK) 2Mb/s,0.27 kbps,0.27 ,4,-85,-85,2,2,23,42,14,0,0,68,0
Sep-25-20 21:29:49,69,EDR PHY (#/4 DQPSK) 2Mb/s,0.29 kbps,0.29 ,4,-85,-83.47,2,2,23,42,14,1.53,1.53,31,1
Sep-25-20 21:29:50,70,EDR PHY (#/4 DQPSK) 2Mb/s,6.81 kbps,6.81 ,4,-85,-84.54,2,2,23,42,14,0.46,0.46,34,0
Sep-25-20 21:29:51,71,EDR PHY (#/4 DQPSK) 2Mb/s,3.58 kbps,3.58 ,4,-83,-83.56,2,2,22,40,13,-0.56,-0.56,40,1
Sep-25-20 21:29:53,72,EDR PHY (#/4 DQPSK) 2Mb/s,9.44 kbps,9.44 ,4,-83,-82.09,2,2,22,40,13,0.91,0.91,53,0
Sep-25-20 21:29:53,73,EDR PHY (#/4 DQPSK) 2Mb/s,11.45 kbps,11.45 ,4,-87,-79.66,2,2,25,51,17,7.34,7.34,36,0
Sep-25-20 21:29:54,74,EDR PHY (#/4 DQPSK) 2Mb/s,15.27 kbps,15.27 ,4,-90,-79.76,2,2,25,51,17,10.24,10.24,58,0
Sep-25-20 21:29:56,75,EDR PHY (#/4 DQPSK) 2Mb/s,15.43 kbps,15.43 ,4,-90,-80.44,2,2,25,51,17,9.56,9.56,77,0
Sep-25-20 21:29:56,76,EDR PHY (#/4 DQPSK) 2Mb/s,15.47 kbps,15.47 ,4,-90,-83.56,2,2,25,51,17,6.44,6.44,7,0
Sep-25-20 21:29:57,77,EDR PHY (#/4 DQPSK) 2Mb/s,15.57 kbps,15.57 ,3.82,-90,-84.92,2,2,25,51,17,5.08,5.08,5,0
Sep-25-20 21:29:58,78,EDR PHY (#/4 DQPSK) 2Mb/s,15.40 kbps,15.40 ,4,-90,-83.75,2,2,25,51,17,6.25,6.25,63,0
Sep-25-20 21:29:59,79,EDR PHY (#/4 DQPSK) 2Mb/s,15.40 kbps,15.40 ,4,-90,-87.38,2,2,25,51,17,2.62,2.62,56,0
Sep-25-20 21:30:01,80,EDR PHY (#/4 DQPSK) 2Mb/s,15.40 kbps,15.40 ,4,-90,-82.13,2,2,25,51,17,7.87,7.87,49,0
Sep-25-20 21:30:01,81,EDR PHY (#/4 DQPSK) 2Mb/s,15.56 kbps,15.56 ,4,-90,-83.44,2,2,25,51,17,6.56,6.56,69,0
Sep-25-20 21:30:02,82,EDR PHY (#/4 DQPSK) 2Mb/s,14.72 kbps,14.72 ,4,-90,-84.53,2,2,25,51,17,5.47,5.47,51,0
Sep-25-20 21:30:04,83,EDR PHY (#/4 DQPSK) 2Mb/s,12.01 kbps,12.01 ,4,-90,-80.89,2,2,25,51,17,9.11,9.11,9,0
Sep-25-20 21:30:04,84,EDR PHY (#/4 DQPSK) 2Mb/s,15.36 kbps,15.36 ,4,-90,-80.2,2,2,25,51,17,9.8,9.8,30,0
Sep-25-20 21:30:05,85,EDR PHY (#/4 DQPSK) 2Mb/s,15.47 kbps,15.47 ,4,-90,-78.3,2,2,25,51,17,11.7,11.7,74,0
Sep-25-20 21:30:06,86,EDR PHY (#/4 DQPSK) 2Mb/s,15.55 kbps,15.55 ,4,-90,-80,2,2,25,51,17,10,10,34,0
Sep-25-20 21:30:07,87,EDR PHY (#/4 DQPSK) 2Mb/s,15.90 kbps,15.90 ,4,-90,-83.47,2,2,25,51,17,6.53,6.53,19,0
Sep-25-20 21:30:08,88,EDR PHY (#/4 DQPSK) 2Mb/s,15.62 kbps,15.62 ,4,-90,-81.54,2,2,25,51,17,8.46,8.46,68,0
Sep-25-20 21:30:09,89,EDR PHY (#/4 DQPSK) 2Mb/s,15.55 kbps,15.55 ,4,-90,-80.56,2,2,25,51,17,9.44,9.44,52,0
Sep-25-20 21:30:10,90,EDR PHY (#/4 DQPSK) 2Mb/s,15.62 kbps,15.62 ,4,-90,-82.09,2,2,25,51,17,7.91,7.91,19,0
Sep-25-20 21:30:12,91,EDR PHY (#/4 DQPSK) 2Mb/s,15.10 kbps,15.10 ,4,-90,-79.66,2,2,25,51,17,10.34,10.34,16,0
Sep-25-20 21:30:12,92,EDR PHY (#/4 DQPSK) 2Mb/s,15.53 kbps,15.53 ,4,-90,-79.76,2,2,25,51,17,10.24,10.24,74,0
Sep-25-20 21:30:13,93,EDR PHY (#/4 DQPSK) 2Mb/s,15.37 kbps,15.37 ,4,-90,-81.1,2,2,25,51,17,8.9,8.9,22,0
Sep-25-20 21:30:14,94,EDR PHY (#/4 DQPSK) 2Mb/s,13.29 kbps,13.29 ,4,-90,-84.33,2,2,25,51,17,5.67,5.67,23,0
Sep-25-20 21:30:15,95,EDR PHY (#/4 DQPSK) 2Mb/s,15.51 kbps,15.51 ,4,-90,-84.92,2,2,25,51,17,5.08,5.08,4,0
Sep-25-20 21:30:16,96,EDR PHY (#/4 DQPSK) 2Mb/s,15.72 kbps,15.72 ,4,-90,-83.19,2,2,25,51,17,6.81,6.81,27,0
Sep-25-20 21:30:17,97,EDR PHY (#/4 DQPSK) 2Mb/s,13.15 kbps,13.15 ,4,-90,-81.43,2,2,25,51,17,8.57,8.57,64,0
Sep-25-20 21:30:18,98,EDR PHY (#/4 DQPSK) 2Mb/s,15.40 kbps,15.40 ,4,-90,-82.55,2,2,25,51,17,7.45,7.45,65,0
Sep-25-20 21:30:20,99,EDR PHY (#/4 DQPSK) 2Mb/s,13.74 kbps,13.74 ,4,-90,-80.74,2,2,25,51,17,9.26,9.26,39,0
Sep-25-20 21:30:20,100,EDR PHY (#/4 DQPSK) 2Mb/s,15.91 kbps,15.91 ,4,-90,-79.47,2,2,25,51,17,10.53,10.53,9,0
Sep-25-20 21:30:21,101,EDR PHY (#/4 DQPSK) 2Mb/s,15.42 kbps,15.42 ,4,-90,-79.28,2,2,25,51,17,10.72,10.72,60,0
Sep-25-20 21:30:23,102,EDR PHY (#/4 DQPSK) 2Mb/s,15.94 kbps,15.94 ,4,-90,-77.64,2,2,25,51,17,12.36,12.36,8,0
Sep-25-20 21:30:23,103,EDR PHY (#/4 DQPSK) 2Mb/s,15.36 kbps,15.36 ,4,-90,-76.33,2,2,25,51,17,13.67,13.67,77,0
Sep-25-20 21:30:24,104,EDR PHY (#/4 DQPSK) 2Mb/s,15.73 kbps,15.73 ,4,-90,-83.47,2,2,25,51,17,6.53,6.53,52,0
Sep-25-20 21:30:25,105,EDR PHY (#/4 DQPSK) 2Mb/s,15.57 kbps,15.57 ,4,-90,-81.54,2,2,25,51,17,8.46,8.46,19,0
Sep-25-20 21:30:26,106,EDR PHY (#/4 DQPSK) 2Mb/s,15.75 kbps,15.75 ,4,-90,-80.56,2,2,25,51,17,9.44,9.44,32,0
Sep-25-20 21:30:28,107,EDR PHY (#/4 DQPSK) 2Mb/s,15.53 kbps,15.53 ,4,-90,-82.09,2,2,25,51,17,7.91,7.91,23,0
Sep-25-20 21:30:28,108,EDR PHY (#/4 DQPSK) 2Mb/s,15.66 kbps,15.66 ,4,-90,-79.66,2,2,25,51,17,10.34,10.34,64,0
Sep-25-20 21:30:29,109,EDR PHY (#/4 DQPSK) 2Mb/s,15.39 kbps,15.39 ,4,-90,-79.76,2,2,25,51,17,10.24,10.24,75,0
Sep-25-20 21:30:31,110,EDR PHY (#/4 DQPSK) 2Mb/s,15.28 kbps,15.28 ,3.7,-90,-81.1,2,2,25,51,17,8.9,8.9,39,0
Sep-25-20 21:30:31,111,EDR PHY (#/4 DQPSK) 2Mb/s,15.54 kbps,15.54 ,4,-90,-84.33,2,2,25,51,17,5.67,5.67,14,0
Sep-25-20 21:30:32,112,EDR PHY (#/4 DQPSK) 2Mb/s,15.74 kbps,15.74 ,4,-90,-84.92,2,2,25,51,17,5.08,5.08,45,0
Sep-25-20 21:30:33,113,EDR PHY (#/4 DQPSK) 2Mb/s,15.55 kbps,15.55 ,4,-90,-83.19,2,2,25,51,17,6.81,6.81,14,0
Sep-25-20 21:30:34,114,EDR PHY (#/4 DQPSK) 2Mb/s,15.58 kbps,15.58 ,4,-90,-81.43,2,2,25,51,17,8.57,8.57,32,0
Sep-25-20 21:30:36,115,EDR PHY (#/4 DQPSK) 2Mb/s,15.55 kbps,15.55 ,4,-90,-82.55,2,2,25,51,17,7.45,7.45,19,0
Sep-25-20 21:30:36,116,EDR PHY (#/4 DQPSK) 2Mb/s,15.44 kbps,15.44 ,4,-90,-80.74,2,2,25,51,17,9.26,9.26,16,0
Sep-25-20 21:30:37,117,EDR PHY (#/4 DQPSK) 2Mb/s,15.33 kbps,15.33 ,4,-90,-83.47,2,2,25,51,17,6.53,6.53,4,0
Sep-25-20 21:30:39,118,EDR PHY (#/4 DQPSK) 2Mb/s,15.55 kbps,15.55 ,4,-90,-81.54,2,2,25,51,17,8.46,8.46,51,0
Sep-25-20 21:30:39,119,EDR PHY (#/4 DQPSK) 2Mb/s,15.89 kbps,15.89 ,4,-90,-80.56,2,2,25,51,17,9.44,9.44,39,0
Sep-25-20 21:30:40,120,EDR PHY (#/4 DQPSK) 2Mb/s,13.23 kbps,13.23 ,4,-90,-82.09,2,2,25,51,17,7.91,7.91,57,0
Sep-25-20 21:30:41,121,EDR PHY (#/4 DQPSK) 2Mb/s,15.10 kbps,15.10 ,4,-90,-79.66,2,2,25,51,17,10.34,10.34,10,0
Sep-25-20 21:30:42,122,EDR PHY (#/4 DQPSK) 2Mb/s,15.23 kbps,15.23 ,4,-90,-79.76,2,2,25,51,17,10.24,10.24,21,0
Sep-25-20 21:30:44,123,EDR PHY (#/4 DQPSK) 2Mb/s,12.90 kbps,12.90 ,4,-90,-81.1,2,2,25,51,17,8.9,8.9,32,0
Sep-25-20 21:30:44,124,EDR PHY (#/4 DQPSK) 2Mb/s,15.58 kbps,15.58 ,4,-90,-84.33,2,2,25,51,17,5.67,5.67,30,0
Sep-25-20 21:30:45,125,EDR PHY (#/4 DQPSK) 2Mb/s,15.40 kbps,15.40 ,4,-90,-84.92,2,2,25,51,17,5.08,5.08,30,0
Sep-25-20 21:30:47,126,EDR PHY (#/4 DQPSK) 2Mb/s,15.72 kbps,15.72 ,4,-90,-83.19,2,2,25,51,17,6.81,6.81,14,0
Sep-25-20 21:30:47,127,EDR PHY (#/4 DQPSK) 2Mb/s,15.49 kbps,15.49 ,4,-90,-81.43,2,2,25,51,17,8.57,8.57,32,0
Sep-25-20 21:30:48,128,EDR PHY (#/4 DQPSK) 2Mb/s,16.04 kbps,16.04 ,4,-90,-82.55,2,2,25,51,17,7.45,7.45,46,0
Sep-25-20 21:30:49,129,EDR PHY (#/4 DQPSK) 2Mb/s,15.44 kbps,15.44 ,4,-90,-80.74,2,2,25,51,17,9.26,9.26,43,0
Sep-25-20 21:30:50,130,EDR PHY (#/4 DQPSK) 2Mb/s,15.01 kbps,15.01 ,4,-90,-57.69,2,2,25,51,17,32.31,32.31,51,0
Sep-25-20 21:30:51,131,EDR PHY (#/4 DQPSK) 2Mb/s,15.33 kbps,15.33 ,4,-90,-57.9,2,2,25,51,17,32.1,32.1,36,0
Sep-25-20 21:30:52,132,EDR PHY (#/4 DQPSK) 2Mb/s,15.57 kbps,15.57 ,4,-90,-57.51,2,2,25,51,17,32.49,32.49,10,0
Sep-25-20 21:30:53,133,EDR PHY (#/4 DQPSK) 2Mb/s,15.91 kbps,15.91 ,4,-90,-57.24,2,2,25,51,17,32.76,32.76,5,0
Sep-25-20 21:30:55,134,EDR PHY (#/4 DQPSK) 2Mb/s,15.77 kbps,15.77 ,4,-90,-57.16,2,2,25,51,17,32.84,32.84,23,0
Sep-25-20 21:30:55,135,EDR PHY (#/4 DQPSK) 2Mb/s,15.27 kbps,15.27 ,4,-90,-56.99,2,2,25,51,17,33.01,33.01,78,0
Sep-25-20 21:30:56,136,EDR PHY (#/4 DQPSK) 2Mb/s,15.58 kbps,15.58 ,4,-90,-82.13,2,2,25,51,17,7.87,7.87,12,0
Sep-25-20 21:30:57,137,EDR PHY (#/4 DQPSK) 2Mb/s,14.92 kbps,14.92 ,4,-90,-83.44,2,2,25,51,17,6.56,6.56,70,0
Sep-25-20 21:30:58,138,EDR PHY (#/4 DQPSK) 2Mb/s,15.67 kbps,15.67 ,4,-90,-84.53,2,2,25,51,17,5.47,5.47,10,0
Sep-25-20 21:30:59,139,EDR PHY (#/4 DQPSK) 2Mb/s,15.58 kbps,15.58 ,4,-90,-80.89,2,2,25,51,17,9.11,9.11,25,0
Sep-25-20 21:31:00,140,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,4,-90,-80.2,2,2,25,51,17,9.8,9.8,11,0
Sep-25-20 21:31:01,141,EDR PHY (#/4 DQPSK) 2Mb/s,15.90 kbps,15.90 ,4,-90,-78.3,2,2,25,51,17,11.7,11.7,69,0
Sep-25-20 21:31:03,142,EDR PHY (#/4 DQPSK) 2Mb/s,15.55 kbps,15.55 ,4,-90,-80,2,2,25,51,17,10,10,46,0
Sep-25-20 21:31:03,143,EDR PHY (#/4 DQPSK) 2Mb/s,15.42 kbps,15.42 ,4,-90,-83.47,2,2,25,51,17,6.53,6.53,5,0
Sep-25-20 21:31:04,144,EDR PHY (#/4 DQPSK) 2Mb/s,15.85 kbps,15.85 ,4,-90,-81.54,2,2,25,51,17,8.46,8.46,64,0
Sep-25-20 21:31:06,145,EDR PHY (#/4 DQPSK) 2Mb/s,15.56 kbps,15.56 ,4,-90,-80.56,2,2,25,51,17,9.44,9.44,45,0
Sep-25-20 21:31:06,146,EDR PHY (#/4 DQPSK) 2Mb/s,15.27 kbps,15.27 ,4,-90,-82.09,2,2,25,51,17,7.91,7.91,43,0
Sep-25-20 21:31:07,147,EDR PHY (#/4 DQPSK) 2Mb/s,15.43 kbps,15.43 ,4,-90,-73.88,2,2,25,51,17,16.12,16.12,39,0
Sep-25-20 21:31:08,148,EDR PHY (#/4 DQPSK) 2Mb/s,15.50 kbps,15.50 ,4,-90,-73.72,2,2,25,51,17,16.28,16.28,61,0
Sep-25-20 21:31:09,149,EDR PHY (#/4 DQPSK) 2Mb/s,15.59 kbps,15.59 ,4,-90,-73.63,2,2,25,51,17,16.37,16.37,24,0
Sep-25-20 21:31:11,150,EDR PHY (#/4 DQPSK) 2Mb/s,15.69 kbps,15.69 ,4,-90,-80.44,2,2,25,51,17,9.56,9.56,8,0
Sep-25-20 21:31:11,151,EDR PHY (#/4 DQPSK) 2Mb/s,15.57 kbps,15.57 ,4,-90,-83.56,2,2,25,51,17,6.44,6.44,54,0
Sep-25-20 21:31:12,152,EDR PHY (#/4 DQPSK) 2Mb/s,15.32 kbps,15.32 ,4,-90,-85.23,2,2,25,51,17,4.77,4.77,36,0
Sep-25-20 21:31:14,153,EDR PHY (#/4 DQPSK) 2Mb/s,15.55 kbps,15.55 ,4,-90,-83.75,2,2,25,51,17,6.25,6.25,50,0
Sep-25-20 21:31:14,154,EDR PHY (#/4 DQPSK) 2Mb/s,15.53 kbps,15.53 ,4,-90,-87.38,2,2,25,51,17,2.62,2.62,25,0
Sep-25-20 21:31:15,155,EDR PHY (#/4 DQPSK) 2Mb/s,15.48 kbps,15.48 ,4,-90,-82.13,2,2,25,51,17,7.87,7.87,29,0
Sep-25-20 21:31:16,156,EDR PHY (#/4 DQPSK) 2Mb/s,15.10 kbps,15.10 ,4,-90,-83.44,2,2,25,51,17,6.56,6.56,19,0
Sep-25-20 21:31:17,157,EDR PHY (#/4 DQPSK) 2Mb/s,15.55 kbps,15.55 ,4,-90,-84.53,2,2,25,51,17,5.47,5.47,63,0
Sep-25-20 21:31:19,158,EDR PHY (#/4 DQPSK) 2Mb/s,15.56 kbps,15.56 ,4,-90,-80.89,2,2,25,51,17,9.11,9.11,12,0
