Log_Time_Stamp,Time_(sec),Physical_Layer(PHY),BT_MAC_Throughput_DL,BT_MAC_Throughput_DL,Tx_Power_(dBm)_class 2,Rx_Sensitivity_(dBm),Rx Power (dBm),Tx_Antenna GAIN_(dBi),Rx_Antenna_Gain(dBi),PATH LOSS_(dB) _(office),Range (ft),Range(m),Link_Margin,Signal_to_Noise_Ratio,Channel,Max_number_of_retransmission
Sep-25-20 21:46:50,1090,EDR PHY (#/4 DQPSK) 2Mb/s,15.31 kbps,15.31 ,4,-90,-61.51,2,2,25,51,17,28.49,28.49,51,0
Sep-25-20 21:46:51,1091,EDR PHY (#/4 DQPSK) 2Mb/s,3.37 kbps,3.37 ,4,-90,-63.19,2,2,25,51,17,26.81,26.81,42,0
Sep-25-20 21:46:52,1092,EDR PHY (#/4 DQPSK) 2Mb/s,15.22 kbps,15.22 ,4,-90,-62.8,2,2,25,51,17,27.2,27.2,28,0
Sep-25-20 21:46:53,1093,EDR PHY (#/4 DQPSK) 2Mb/s,15.25 kbps,15.25 ,4,-90,-61.84,2,2,25,51,17,28.16,28.16,10,0
Sep-25-20 21:46:55,1094,EDR PHY (#/4 DQPSK) 2Mb/s,15.26 kbps,15.26 ,4,-90,-63.99,2,2,25,51,17,26.01,26.01,78,0
Sep-25-20 21:46:55,1095,EDR PHY (#/4 DQPSK) 2Mb/s,15.17 kbps,15.17 ,4,-90,-64.09,2,2,25,51,17,25.91,25.91,65,0
Sep-25-20 21:46:56,1096,EDR PHY (#/4 DQPSK) 2Mb/s,15.21 kbps,15.21 ,4,-90,-61.17,2,2,25,51,17,28.83,28.83,35,0
Sep-25-20 21:46:58,1097,EDR PHY (#/4 DQPSK) 2Mb/s,14.26 kbps,14.26 ,4,-90,-60.79,2,2,25,51,17,29.21,29.21,60,0
Sep-25-20 21:46:58,1098,EDR PHY (#/4 DQPSK) 2Mb/s,15.16 kbps,15.16 ,4,-90,-60.38,2,2,25,51,17,29.62,29.62,12,0
Sep-25-20 21:46:59,1099,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,4,-90,-56.17,2,2,25,51,17,33.83,33.83,11,0
Sep-25-20 21:47:00,1100,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,4,-90,-56.83,2,2,25,51,17,33.17,33.17,13,0
Sep-25-20 21:47:01,1101,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,4,-90,-62.86,2,2,25,51,17,27.14,27.14,31,0
Sep-25-20 21:47:03,1102,EDR PHY (#/4 DQPSK) 2Mb/s,15.18 kbps,15.18 ,4,-90,-66.19,2,2,25,51,17,23.81,23.81,2,0
Sep-25-20 21:47:03,1103,EDR PHY (#/4 DQPSK) 2Mb/s,15.17 kbps,15.17 ,4,-90,-65.93,2,2,25,51,17,24.07,24.07,32,0
Sep-25-20 21:47:04,1104,EDR PHY (#/4 DQPSK) 2Mb/s,14.03 kbps,14.03 ,4,-90,-65.84,2,2,25,51,17,24.16,24.16,47,0
Sep-25-20 21:47:06,1105,EDR PHY (#/4 DQPSK) 2Mb/s,15.66 kbps,15.66 ,4,-90,-68.26,2,2,25,51,17,21.74,21.74,63,0
Sep-25-20 21:47:06,1106,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,4,-90,-70.16,2,2,25,51,17,19.84,19.84,42,0
Sep-25-20 21:47:07,1107,EDR PHY (#/4 DQPSK) 2Mb/s,15.01 kbps,15.01 ,4,-90,-70.05,2,2,25,51,17,19.95,19.95,59,0
Sep-25-20 21:47:08,1108,EDR PHY (#/4 DQPSK) 2Mb/s,15.34 kbps,15.34 ,4,-90,-66.7,2,2,25,51,17,23.3,23.3,47,0
Sep-25-20 21:47:09,1109,EDR PHY (#/4 DQPSK) 2Mb/s,52.19 kbps,52.19 ,4,-90,-66.15,2,2,25,51,17,23.85,23.85,52,0
Sep-25-20 21:47:11,1110,EDR PHY (#/4 DQPSK) 2Mb/s,15.39 kbps,15.39 ,4,-90,-66.06,2,2,25,51,17,23.94,23.94,61,0
Sep-25-20 21:47:11,1111,EDR PHY (#/4 DQPSK) 2Mb/s,15.11 kbps,15.11 ,4,-90,-69.55,2,2,25,51,17,20.45,20.45,41,0
Sep-25-20 21:47:12,1112,EDR PHY (#/4 DQPSK) 2Mb/s,15.27 kbps,15.27 ,4,-90,-69.49,2,2,25,51,17,20.51,20.51,51,0
Sep-25-20 21:47:14,1113,EDR PHY (#/4 DQPSK) 2Mb/s,15.18 kbps,15.18 ,4,-90,-68.33,2,2,25,51,17,21.67,21.67,21,0
Sep-25-20 21:47:14,1114,EDR PHY (#/4 DQPSK) 2Mb/s,15.19 kbps,15.19 ,4,-90,-68.11,2,2,25,51,17,21.89,21.89,44,0
Sep-25-20 21:47:15,1115,EDR PHY (#/4 DQPSK) 2Mb/s,14.41 kbps,14.41 ,4,-90,-69.14,2,2,25,51,17,20.86,20.86,40,0
Sep-25-20 21:47:16,1116,EDR PHY (#/4 DQPSK) 2Mb/s,15.34 kbps,15.34 ,4,-90,-69.7,2,2,25,51,17,20.3,20.3,32,0
Sep-25-20 21:47:17,1117,EDR PHY (#/4 DQPSK) 2Mb/s,15.22 kbps,15.22 ,4,-90,-68.58,2,2,25,51,17,21.42,21.42,30,0
Sep-25-20 21:47:19,1118,EDR PHY (#/4 DQPSK) 2Mb/s,15.18 kbps,15.18 ,4,-90,-68.4,2,2,25,51,17,21.6,21.6,61,0
Sep-25-20 21:47:19,1119,EDR PHY (#/4 DQPSK) 2Mb/s,15.14 kbps,15.14 ,4,-90,-67,2,2,25,51,17,23,23,39,0
Sep-25-20 21:47:20,1120,EDR PHY (#/4 DQPSK) 2Mb/s,15.66 kbps,15.66 ,4,-90,-69.53,2,2,25,51,17,20.47,20.47,24,0
Sep-25-20 21:47:22,1121,EDR PHY (#/4 DQPSK) 2Mb/s,15.16 kbps,15.16 ,4,-90,-69.77,2,2,25,51,17,20.23,20.23,60,0
Sep-25-20 21:47:22,1122,EDR PHY (#/4 DQPSK) 2Mb/s,11.85 kbps,11.85 ,4,-90,-72.29,2,2,25,51,17,17.71,17.71,20,0
Sep-25-20 21:47:23,1123,EDR PHY (#/4 DQPSK) 2Mb/s,15.42 kbps,15.42 ,4,-90,-72.91,2,2,25,51,17,17.09,17.09,59,0
Sep-25-20 21:47:24,1124,EDR PHY (#/4 DQPSK) 2Mb/s,15.19 kbps,15.19 ,4,-90,-71.47,2,2,25,51,17,18.53,18.53,30,0
Sep-25-20 21:47:25,1125,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,4,-90,-69.16,2,2,25,51,17,20.84,20.84,42,0
Sep-25-20 21:47:26,1126,EDR PHY (#/4 DQPSK) 2Mb/s,15.67 kbps,15.67 ,4,-90,-70.26,2,2,25,51,17,19.74,19.74,63,0
Sep-25-20 21:47:27,1127,EDR PHY (#/4 DQPSK) 2Mb/s,15.14 kbps,15.14 ,4,-90,-72.26,2,2,25,51,17,17.74,17.74,63,0
Sep-25-20 21:47:28,1128,EDR PHY (#/4 DQPSK) 2Mb/s,15.23 kbps,15.23 ,4,-90,-73.86,2,2,25,51,17,16.14,16.14,69,0
Sep-25-20 21:47:30,1129,EDR PHY (#/4 DQPSK) 2Mb/s,15.28 kbps,15.28 ,4,-90,-75.18,2,2,25,51,17,14.82,14.82,34,0
Sep-25-20 21:47:30,1130,EDR PHY (#/4 DQPSK) 2Mb/s,50.04 kbps,50.04 ,4,-90,-76.49,2,2,25,51,17,13.51,13.51,28,0
Sep-25-20 21:47:31,1131,EDR PHY (#/4 DQPSK) 2Mb/s,15.21 kbps,15.21 ,4,-90,-78.63,2,2,25,51,17,11.37,11.37,3,0
Sep-25-20 21:47:32,1132,EDR PHY (#/4 DQPSK) 2Mb/s,17.28 kbps,17.28 ,4,-90,-79.62,2,2,25,51,17,10.38,10.38,62,0
Sep-25-20 21:47:33,1133,EDR PHY (#/4 DQPSK) 2Mb/s,15.31 kbps,15.31 ,4,-90,-80.66,2,2,25,51,17,9.34,9.34,11,0
Sep-25-20 21:47:34,1134,EDR PHY (#/4 DQPSK) 2Mb/s,15.22 kbps,15.22 ,4,-90,-80.17,2,2,25,51,17,9.83,9.83,12,0
Sep-25-20 21:47:35,1135,EDR PHY (#/4 DQPSK) 2Mb/s,15.29 kbps,15.29 ,4,-90,-79.71,2,2,25,51,17,10.29,10.29,5,0
Sep-25-20 21:47:36,1136,EDR PHY (#/4 DQPSK) 2Mb/s,15.28 kbps,15.28 ,4,-90,-78.16,2,2,25,51,17,11.84,11.84,47,0
Sep-25-20 21:47:38,1137,EDR PHY (#/4 DQPSK) 2Mb/s,15.37 kbps,15.37 ,4,-90,-74.7,2,2,25,51,17,15.3,15.3,12,0
Sep-25-20 21:47:38,1138,EDR PHY (#/4 DQPSK) 2Mb/s,15.06 kbps,15.06 ,4,-90,-74.05,2,2,25,51,17,15.95,15.95,77,0
Sep-25-20 21:47:39,1139,EDR PHY (#/4 DQPSK) 2Mb/s,15.38 kbps,15.38 ,4,-90,-80.44,2,2,25,51,17,9.56,9.56,44,0
Sep-25-20 21:47:41,1140,EDR PHY (#/4 DQPSK) 2Mb/s,15.11 kbps,15.11 ,4,-90,-83.56,2,2,25,51,17,6.44,6.44,73,0
Sep-25-20 21:47:41,1141,EDR PHY (#/4 DQPSK) 2Mb/s,15.12 kbps,15.12 ,4,-90,-82.55,2,2,25,51,17,7.45,7.45,20,0
Sep-25-20 21:47:42,1142,EDR PHY (#/4 DQPSK) 2Mb/s,15.08 kbps,15.08 ,4,-90,-83.75,2,2,25,51,17,6.25,6.25,64,0
Sep-25-20 21:47:43,1143,EDR PHY (#/4 DQPSK) 2Mb/s,14.13 kbps,14.13 ,4,-90,-87.38,2,2,25,51,17,2.62,2.62,76,0
Sep-25-20 21:47:44,1144,EDR PHY (#/4 DQPSK) 2Mb/s,12.91 kbps,12.91 ,4,-90,-82.13,2,2,25,51,17,7.87,7.87,24,0
Sep-25-20 21:47:46,1145,EDR PHY (#/4 DQPSK) 2Mb/s,15.19 kbps,15.19 ,4,-90,-83.44,2,2,25,51,17,6.56,6.56,39,0
Sep-25-20 21:47:46,1146,EDR PHY (#/4 DQPSK) 2Mb/s,15.15 kbps,15.15 ,4,-90,-84.53,2,2,25,51,17,5.47,5.47,17,0
Sep-25-20 21:47:47,1147,EDR PHY (#/4 DQPSK) 2Mb/s,15.14 kbps,15.14 ,4,-90,-80.89,2,2,25,51,17,9.11,9.11,40,0
Sep-25-20 21:47:49,1148,EDR PHY (#/4 DQPSK) 2Mb/s,15.12 kbps,15.12 ,4,-90,-80.2,2,2,25,51,17,9.8,9.8,45,0
Sep-25-20 21:47:49,1149,EDR PHY (#/4 DQPSK) 2Mb/s,15.31 kbps,15.31 ,4,-90,-78.3,2,2,25,51,17,11.7,11.7,32,0
Sep-25-20 21:47:50,1150,EDR PHY (#/4 DQPSK) 2Mb/s,59.32 kbps,59.32 ,4,-90,-80,2,2,25,51,17,10,10,53,0
Sep-25-20 21:47:51,1151,EDR PHY (#/4 DQPSK) 2Mb/s,15.30 kbps,15.30 ,4,-90,-83.47,2,2,25,51,17,6.53,6.53,58,0
Sep-25-20 21:47:52,1152,EDR PHY (#/4 DQPSK) 2Mb/s,15.15 kbps,15.15 ,4,-90,-81.54,2,2,25,51,17,8.46,8.46,49,0
Sep-25-20 21:47:54,1153,EDR PHY (#/4 DQPSK) 2Mb/s,17.99 kbps,17.99 ,4,-90,-80.56,2,2,25,51,17,9.44,9.44,19,0
Sep-25-20 21:47:54,1154,EDR PHY (#/4 DQPSK) 2Mb/s,15.28 kbps,15.28 ,4,-90,-82.09,2,2,25,51,17,7.91,7.91,72,0
Sep-25-20 21:47:55,1155,EDR PHY (#/4 DQPSK) 2Mb/s,15.24 kbps,15.24 ,4,-90,-79.66,2,2,25,51,17,10.34,10.34,58,0
Sep-25-20 21:47:57,1156,EDR PHY (#/4 DQPSK) 2Mb/s,15.21 kbps,15.21 ,4,-90,-79.76,2,2,25,51,17,10.24,10.24,44,0
Sep-25-20 21:47:57,1157,EDR PHY (#/4 DQPSK) 2Mb/s,15.26 kbps,15.26 ,4,-90,-81.1,2,2,25,51,17,8.9,8.9,34,0
Sep-25-20 21:47:58,1158,EDR PHY (#/4 DQPSK) 2Mb/s,9.83 kbps,9.83 ,4,-90,-84.33,2,2,25,51,17,5.67,5.67,63,0
Sep-25-20 21:47:59,1159,EDR PHY (#/4 DQPSK) 2Mb/s,14.95 kbps,14.95 ,4,-90,-84.92,2,2,25,51,17,5.08,5.08,27,0
Sep-25-20 21:48:00,1160,EDR PHY (#/4 DQPSK) 2Mb/s,13.81 kbps,13.81 ,4,-90,-83.19,2,2,25,51,17,6.81,6.81,40,0
Sep-25-20 21:48:01,1161,EDR PHY (#/4 DQPSK) 2Mb/s,15.52 kbps,15.52 ,4,-90,-81.43,2,2,25,51,17,8.57,8.57,39,0
Sep-25-20 21:48:02,1162,EDR PHY (#/4 DQPSK) 2Mb/s,14.37 kbps,14.37 ,4,-90,-82.55,2,2,25,51,17,7.45,7.45,22,0
Sep-25-20 21:48:03,1163,EDR PHY (#/4 DQPSK) 2Mb/s,15.53 kbps,15.53 ,4,-90,-80.74,2,2,25,51,17,9.26,9.26,45,0
Sep-25-20 21:48:05,1164,EDR PHY (#/4 DQPSK) 2Mb/s,15.31 kbps,15.31 ,4,-90,-79.47,2,2,25,51,17,10.53,10.53,73,0
Sep-25-20 21:48:05,1165,EDR PHY (#/4 DQPSK) 2Mb/s,15.38 kbps,15.38 ,4,-90,-79.28,2,2,25,51,17,10.72,10.72,40,0
Sep-25-20 21:48:06,1166,EDR PHY (#/4 DQPSK) 2Mb/s,15.41 kbps,15.41 ,4,-90,-77.64,2,2,25,51,17,12.36,12.36,24,0
Sep-25-20 21:48:07,1167,EDR PHY (#/4 DQPSK) 2Mb/s,15.55 kbps,15.55 ,4,-90,-76.33,2,2,25,51,17,13.67,13.67,32,0
Sep-25-20 21:48:08,1168,EDR PHY (#/4 DQPSK) 2Mb/s,15.78 kbps,15.78 ,4,-90,-83.47,2,2,25,51,17,6.53,6.53,40,0
Sep-25-20 21:48:09,1169,EDR PHY (#/4 DQPSK) 2Mb/s,15.29 kbps,15.29 ,4,-90,-81.54,2,2,25,51,17,8.46,8.46,39,0
Sep-25-20 21:48:10,1170,EDR PHY (#/4 DQPSK) 2Mb/s,141.66 kbps,141.66 ,4,-90,-80.56,2,2,25,51,17,9.44,9.44,10,0
Sep-25-20 21:48:11,1171,EDR PHY (#/4 DQPSK) 2Mb/s,15.23kbps,15.23,4,-90,-82.09,2,2,25,51,17,7.91,7.91,44,0
Sep-25-20 21:48:13,1172,EDR PHY (#/4 DQPSK) 2Mb/s,11.25 kbps,11.25 ,4,-90,-79.66,2,2,25,51,17,10.34,10.34,70,0
Sep-25-20 21:48:13,1173,EDR PHY (#/4 DQPSK) 2Mb/s,15.67 kbps,15.67 ,4,-90,-79.76,2,2,25,51,17,10.24,10.24,69,0
Sep-25-20 21:48:14,1174,EDR PHY (#/4 DQPSK) 2Mb/s,15.25 kbps,15.25 ,4,-90,-81.1,2,2,25,51,17,8.9,8.9,40,0
Sep-25-20 21:48:16,1175,EDR PHY (#/4 DQPSK) 2Mb/s,15.31 kbps,15.31 ,4,-90,-84.33,2,2,25,51,17,5.67,5.67,23,0
Sep-25-20 21:48:16,1176,EDR PHY (#/4 DQPSK) 2Mb/s,15.12 kbps,15.12 ,4,-90,-84.92,2,2,25,51,17,5.08,5.08,5,0
Sep-25-20 21:48:17,1177,EDR PHY (#/4 DQPSK) 2Mb/s,15.55 kbps,15.55 ,4,-90,-83.19,2,2,25,51,17,6.81,6.81,61,0
Sep-25-20 21:48:18,1178,EDR PHY (#/4 DQPSK) 2Mb/s,15.42 kbps,15.42 ,4,-90,-81.43,2,2,25,51,17,8.57,8.57,40,0
Sep-25-20 21:48:19,1179,EDR PHY (#/4 DQPSK) 2Mb/s,15.33 kbps,15.33 ,4,-90,-82.55,2,2,25,51,17,7.45,7.45,8,0
Sep-25-20 21:48:21,1180,EDR PHY (#/4 DQPSK) 2Mb/s,15.39 kbps,15.39 ,4,-90,-80.74,2,2,25,51,17,9.26,9.26,40,0
Sep-25-20 21:48:21,1181,EDR PHY (#/4 DQPSK) 2Mb/s,14.33 kbps,14.33 ,4,-90,-83.47,2,2,25,51,17,6.53,6.53,13,0
Sep-25-20 21:48:22,1182,EDR PHY (#/4 DQPSK) 2Mb/s,14.32 kbps,14.32 ,4,-90,-81.54,2,2,25,51,17,8.46,8.46,74,0
Sep-25-20 21:48:24,1183,EDR PHY (#/4 DQPSK) 2Mb/s,15.49 kbps,15.49 ,4,-90,-80.56,2,2,25,51,17,9.44,9.44,74,0
Sep-25-20 21:48:24,1184,EDR PHY (#/4 DQPSK) 2Mb/s,15.24 kbps,15.24 ,4,-90,-82.09,2,2,25,51,17,7.91,7.91,21,0
Sep-25-20 21:48:25,1185,EDR PHY (#/4 DQPSK) 2Mb/s,15.30 kbps,15.30 ,4,-90,-79.66,2,2,25,51,17,10.34,10.34,58,0
Sep-25-20 21:48:26,1186,EDR PHY (#/4 DQPSK) 2Mb/s,15.26 kbps,15.26 ,4,-90,-79.76,2,2,25,51,17,10.24,10.24,15,0
Sep-25-20 21:48:27,1187,EDR PHY (#/4 DQPSK) 2Mb/s,15.30 kbps,15.30 ,4,-90,-81.1,2,2,25,51,17,8.9,8.9,78,0
Sep-25-20 21:48:29,1188,EDR PHY (#/4 DQPSK) 2Mb/s,14.47 kbps,14.47 ,4,-90,-84.33,2,2,25,51,17,5.67,5.67,43,0
Sep-25-20 21:48:29,1189,EDR PHY (#/4 DQPSK) 2Mb/s,15.29 kbps,15.29 ,4,-90,-84.92,2,2,25,51,17,5.08,5.08,12,0
Sep-25-20 21:48:30,1190,EDR PHY (#/4 DQPSK) 2Mb/s,15.18 kbps,15.18 ,4,-90,-83.19,2,2,25,51,17,6.81,6.81,64,0
Sep-25-20 21:48:32,1191,EDR PHY (#/4 DQPSK) 2Mb/s,85.66 kbps,85.66 ,4,-90,-81.43,2,2,25,51,17,8.57,8.57,58,0
Sep-25-20 21:48:32,1192,EDR PHY (#/4 DQPSK) 2Mb/s,15.17 kbps,15.17 ,4,-90,-82.55,2,2,25,51,17,7.45,7.45,22,0
Sep-25-20 21:48:33,1193,EDR PHY (#/4 DQPSK) 2Mb/s,18.07 kbps,18.07 ,4,-90,-80.74,2,2,25,51,17,9.26,9.26,74,0
Sep-25-20 21:48:34,1194,EDR PHY (#/4 DQPSK) 2Mb/s,20.66 kbps,20.66 ,4,-90,-57.69,2,2,25,51,17,32.31,32.31,13,0
Sep-25-20 21:48:35,1195,EDR PHY (#/4 DQPSK) 2Mb/s,15.12 kbps,15.12 ,4,-90,-57.9,2,2,25,51,17,32.1,32.1,14,0
Sep-25-20 21:48:37,1196,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,4,-90,-57.51,2,2,25,51,17,32.49,32.49,35,0
Sep-25-20 21:48:37,1197,EDR PHY (#/4 DQPSK) 2Mb/s,14.58 kbps,14.58 ,4,-90,-57.24,2,2,25,51,17,32.76,32.76,26,0
Sep-25-20 21:48:38,1198,EDR PHY (#/4 DQPSK) 2Mb/s,15.22 kbps,15.22 ,4,-90,-57.16,2,2,25,51,17,32.84,32.84,6,0
Sep-25-20 21:48:40,1199,EDR PHY (#/4 DQPSK) 2Mb/s,15.01 kbps,15.01 ,4,-90,-56.99,2,2,25,51,17,33.01,33.01,30,0
Sep-25-20 21:48:40,1200,EDR PHY (#/4 DQPSK) 2Mb/s,15.43 kbps,15.43 ,4,-90,-82.13,2,2,25,51,17,7.87,7.87,26,0
Sep-25-20 21:48:41,1201,EDR PHY (#/4 DQPSK) 2Mb/s,15.27 kbps,15.27 ,4,-90,-83.44,2,2,25,51,17,6.56,6.56,24,0
Sep-25-20 21:48:42,1202,EDR PHY (#/4 DQPSK) 2Mb/s,15.06 kbps,15.06 ,4,-90,-84.53,2,2,25,51,17,5.47,5.47,15,0
Sep-25-20 21:48:43,1203,EDR PHY (#/4 DQPSK) 2Mb/s,15.27 kbps,15.27 ,4,-90,-80.89,2,2,25,51,17,9.11,9.11,48,0
Sep-25-20 21:48:44,1204,EDR PHY (#/4 DQPSK) 2Mb/s,15.28 kbps,15.28 ,4,-90,-80.2,2,2,25,51,17,9.8,9.8,46,0
Sep-25-20 21:48:45,1205,EDR PHY (#/4 DQPSK) 2Mb/s,14.05 kbps,14.05 ,4,-90,-78.3,2,2,25,51,17,11.7,11.7,3,0
Sep-25-20 21:48:46,1206,EDR PHY (#/4 DQPSK) 2Mb/s,15.53 kbps,15.53 ,4,-90,-80,2,2,25,51,17,10,10,45,0
Sep-25-20 21:48:48,1207,EDR PHY (#/4 DQPSK) 2Mb/s,15.34 kbps,15.34 ,4,-90,-83.47,2,2,25,51,17,6.53,6.53,30,0
Sep-25-20 21:48:48,1208,EDR PHY (#/4 DQPSK) 2Mb/s,15.24 kbps,15.24 ,4,-90,-81.54,2,2,25,51,17,8.46,8.46,29,0
Sep-25-20 21:48:49,1209,EDR PHY (#/4 DQPSK) 2Mb/s,15.19 kbps,15.19 ,4,-90,-80.56,2,2,25,51,17,9.44,9.44,64,0
Sep-25-20 21:48:50,1210,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,4,-90,-82.09,2,2,25,51,17,7.91,7.91,29,0
Sep-25-20 21:48:51,1211,EDR PHY (#/4 DQPSK) 2Mb/s,93.15 kbps,93.15 ,4,-90,-79.66,2,2,25,51,17,10.34,10.34,41,0
Sep-25-20 21:48:52,1212,EDR PHY (#/4 DQPSK) 2Mb/s,14.70 kbps,14.70 ,4,-90,-79.76,2,2,25,51,17,10.24,10.24,47,0
Sep-25-20 21:48:53,1213,EDR PHY (#/4 DQPSK) 2Mb/s,15.32 kbps,15.32 ,4,-90,-80.44,2,2,25,51,17,9.56,9.56,25,0
Sep-25-20 21:48:54,1214,EDR PHY (#/4 DQPSK) 2Mb/s,15.06 kbps,15.06 ,4,-90,-83.56,2,2,25,51,17,6.44,6.44,36,0
Sep-25-20 21:48:56,1215,EDR PHY (#/4 DQPSK) 2Mb/s,15.24 kbps,15.24 ,4,-90,-82.55,2,2,25,51,17,7.45,7.45,9,0
Sep-25-20 21:48:56,1216,EDR PHY (#/4 DQPSK) 2Mb/s,15.19 kbps,15.19 ,4,-90,-83.75,2,2,25,51,17,6.25,6.25,14,0
Sep-25-20 21:48:57,1217,EDR PHY (#/4 DQPSK) 2Mb/s,15.16 kbps,15.16 ,4,-90,-87.38,2,2,25,51,17,2.62,2.62,43,0
Sep-25-20 21:48:59,1218,EDR PHY (#/4 DQPSK) 2Mb/s,15.53 kbps,15.53 ,4,-90,-82.13,2,2,25,51,17,7.87,7.87,29,0
Sep-25-20 21:48:59,1219,EDR PHY (#/4 DQPSK) 2Mb/s,15.37 kbps,15.37 ,4,-90,-83.44,2,2,25,51,17,6.56,6.56,55,0
Sep-25-20 21:49:00,1220,EDR PHY (#/4 DQPSK) 2Mb/s,15.52 kbps,15.52 ,4,-90,-84.53,2,2,25,51,17,5.47,5.47,77,0
Sep-25-20 21:49:01,1221,EDR PHY (#/4 DQPSK) 2Mb/s,15.15 kbps,15.15 ,4,-90,-80.89,2,2,25,51,17,9.11,9.11,68,0
Sep-25-20 21:49:02,1222,EDR PHY (#/4 DQPSK) 2Mb/s,17.43 kbps,17.43 ,4,-90,-80.2,2,2,25,51,17,9.8,9.8,49,0
Sep-25-20 21:49:04,1223,EDR PHY (#/4 DQPSK) 2Mb/s,15.68 kbps,15.68 ,4,-90,-78.3,2,2,25,51,17,11.7,11.7,9,0
Sep-25-20 21:49:04,1224,EDR PHY (#/4 DQPSK) 2Mb/s,11.26 kbps,11.26 ,4,-90,-80,2,2,25,51,17,10,10,71,0
Sep-25-20 21:49:05,1225,EDR PHY (#/4 DQPSK) 2Mb/s,10.44 kbps,10.44 ,4,-90,-83.47,2,2,25,51,17,6.53,6.53,70,0
Sep-25-20 21:49:07,1226,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,4,-90,-81.54,2,2,25,51,17,8.46,8.46,16,0
Sep-25-20 21:49:07,1227,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,4,-90,-80.56,2,2,25,51,17,9.44,9.44,61,0
Sep-25-20 21:49:08,1228,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,4,-90,-82.09,2,2,25,51,17,7.91,7.91,24,0
Sep-25-20 21:49:09,1229,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,4,-90,-79.66,2,2,25,51,17,10.34,10.34,13,0
Sep-25-20 21:49:10,1230,EDR PHY (#/4 DQPSK) 2Mb/s,15.28 kbps,15.28 ,4,-90,-79.76,2,2,25,51,17,10.24,10.24,18,0
Sep-25-20 21:49:12,1231,EDR PHY (#/4 DQPSK) 2Mb/s,241.68 kbps,241.68 ,4,-90,-81.1,2,2,25,51,17,8.9,8.9,28,0
Sep-25-20 21:49:12,1232,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,4,-90,-84.33,2,2,25,51,17,5.67,5.67,39,0
Sep-25-20 21:49:13,1233,EDR PHY (#/4 DQPSK) 2Mb/s,15.21 kbps,15.21 ,4,-90,-84.92,2,2,25,51,17,5.08,5.08,72,0
Sep-25-20 21:49:15,1234,EDR PHY (#/4 DQPSK) 2Mb/s,15.20 kbps,15.20 ,4,-90,-83.19,2,2,25,51,17,6.81,6.81,18,0
Sep-25-20 21:49:15,1235,EDR PHY (#/4 DQPSK) 2Mb/s,15.21 kbps,15.21 ,4,-90,-81.43,2,2,25,51,17,8.57,8.57,13,0
Sep-25-20 21:49:16,1236,EDR PHY (#/4 DQPSK) 2Mb/s,33.06 kbps,33.06 ,4,-90,-82.55,2,2,25,51,17,7.45,7.45,34,0
Sep-25-20 21:49:17,1237,EDR PHY (#/4 DQPSK) 2Mb/s,0.00 kbps,0.00 ,4,-90,-80.74,2,2,25,51,17,9.26,9.26,33,0
Sep-25-20 21:49:18,1238,EDR PHY (#/4 DQPSK) 2Mb/s,20.56kbps,20.56,4,-90,-79.47,2,2,25,51,17,10.53,10.53,68,0
Sep-25-20 21:49:19,1239,EDR PHY (#/4 DQPSK) 2Mb/s,0.00 kbps,0.00 ,4,-90,-79.28,2,2,25,51,17,10.72,10.72,44,0
Sep-25-20 21:49:20,1240,EDR PHY (#/4 DQPSK) 2Mb/s,0.00 kbps,0.00 ,4,-90,-77.64,2,2,25,51,17,12.36,12.36,56,0
Sep-25-20 21:49:21,1241,EDR PHY (#/4 DQPSK) 2Mb/s,0.00 kbps,0.00 ,4,-90,-76.33,2,2,25,51,17,13.67,13.67,42,0
Sep-25-20 21:49:23,1242,EDR PHY (#/4 DQPSK) 2Mb/s,0.00 kbps,0.00 ,4,-90,-83.47,2,2,25,51,17,6.53,6.53,40,0
Sep-25-20 21:49:23,1243,EDR PHY (#/4 DQPSK) 2Mb/s,19.34kbps,19.34,4,-90,-81.54,2,2,25,51,17,8.46,8.46,16,0
Sep-25-20 21:49:24,1244,EDR PHY (#/4 DQPSK) 2Mb/s,15.45kbps,15.45,4,-90,-80.56,2,2,25,51,17,9.44,9.44,32,0
Sep-25-20 21:49:25,1245,EDR PHY (#/4 DQPSK) 2Mb/s,30.55 kbps,30.55 ,4,-90,-82.09,2,2,25,51,17,7.91,7.91,74,0
Sep-25-20 21:49:26,1246,EDR PHY (#/4 DQPSK) 2Mb/s,43.09 kbps,43.09 ,4,-90,-79.66,2,2,25,51,17,10.34,10.34,52,0
